Rk,Gcar,Gtm,Date,Team,AWAY,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
18,18,18,2003-12-02,44115,1,80204,L 103-115,*,32:31,6,19,0.316,2,3,0.667,4,16,0.25,0.368,5,7,0.714,3,3,6,5,2,0,2,4,19,12.2,-12.0
19,19,19,2003-12-03,44115,1,90015,L 80-90,*,34:05,2,13,0.154,0,3,0.0,2,10,0.2,0.154,0,0,,4,2,6,8,2,0,5,2,4,0.9,3.0
20,20,20,2003-12-06,44115,0,30313,W 95-85,*,36:04,4,12,0.333,0,2,0.0,4,10,0.4,0.333,0,0,,1,5,6,5,2,1,3,2,8,5.8,-5.0
21,21,21,2003-12-09,44115,0,51300,L 93-100,*,37:03,7,16,0.438,0,0,,7,16,0.438,0.438,4,4,1.0,0,5,5,3,1,0,2,2,18,11.4,-2.0
22,22,22,2003-12-11,44115,0,48226,W 95-86,*,42:46,8,21,0.381,1,3,0.333,7,18,0.389,0.405,6,8,0.75,1,2,3,9,1,1,4,3,23,14.8,9.0
23,23,23,2003-12-13,44115,0,02114,L 98-105,*,45:25,10,20,0.5,1,5,0.2,9,15,0.6,0.525,16,18,0.889,1,2,3,4,0,0,2,2,37,27.5,-2.0
24,24,24,2003-12-15,44115,1,46225,L 85-95,*,43:40,10,16,0.625,0,3,0.0,10,13,0.769,0.625,7,8,0.875,1,3,4,6,3,3,6,1,27,23.9,-12.0
25,25,25,2003-12-17,44115,0,77002,L 85-89,*,36:00,7,19,0.368,2,4,0.5,5,15,0.333,0.421,1,2,0.5,0,1,1,3,0,0,2,2,17,5.7,-9.0
26,26,26,2003-12-19,44115,1,19148,W 88-81,*,41:41,14,24,0.583,5,7,0.714,9,17,0.529,0.688,3,3,1.0,1,3,4,5,4,0,4,1,36,29.5,9.0
27,27,27,2003-12-20,44115,1,60612,W 95-87,*,41:44,11,22,0.5,0,5,0.0,11,17,0.647,0.5,10,12,0.833,1,5,6,10,2,2,4,2,32,28.0,9.0
28,28,28,2003-12-23,44115,0,,W 97-86,*,39:10,7,22,0.318,1,6,0.167,6,16,0.375,0.341,7,8,0.875,2,4,6,2,6,1,5,1,22,14.3,9.0
29,29,29,2003-12-25,44115,1,32801,L 101-113 (OT),*,47:06,13,28,0.464,4,10,0.4,9,18,0.5,0.536,4,5,0.8,1,1,2,6,2,1,8,0,34,19.1,-9.0
30,30,30,2003-12-26,44115,0,60612,L 80-87,*,34:20,7,24,0.292,1,4,0.25,6,20,0.3,0.313,3,4,0.75,1,2,3,4,1,2,5,0,18,5.1,-12.0
31,31,31,2003-12-28,44115,0,97227,W 86-74,*,39:05,15,23,0.652,0,2,0.0,15,21,0.714,0.652,2,2,1.0,3,7,10,9,3,0,5,1,32,30.0,11.0
32,32,32,2003-12-30,44115,0,46225,L 89-92,*,38:07,9,20,0.45,0,4,0.0,9,16,0.563,0.45,4,6,0.667,2,8,10,4,0,0,4,2,22,12.6,-2.0
33,33,33,2004-01-02,44115,1,,L 82-97,*,36:04,6,19,0.316,0,4,0.0,6,15,0.4,0.316,2,4,0.5,1,3,4,9,1,0,3,2,14,7.4,-14.0
34,34,34,2004-01-06,44115,0,10001,W 107-96,*,41:25,6,17,0.353,0,2,0.0,6,15,0.4,0.353,2,2,1.0,0,4,4,10,1,1,4,1,14,10.0,10.0
35,35,35,2004-01-07,44115,1,51300,L 69-75,*,38:14,10,23,0.435,0,3,0.0,10,20,0.5,0.435,1,2,0.5,0,2,2,5,0,0,2,3,21,9.4,-2.0
36,36,36,2004-01-09,44115,1,02114,L 82-107,*,42:13,7,19,0.368,0,3,0.0,7,16,0.438,0.368,5,7,0.714,0,3,3,6,3,0,5,1,19,10.4,-30.0
37,37,37,2004-01-12,44115,1,90015,L 79-89,*,36:26,6,20,0.3,0,3,0.0,6,17,0.353,0.3,4,5,0.8,1,4,5,7,1,1,6,3,16,5.3,3.0
38,38,38,2004-01-13,44115,1,,W 104-96,*,43:54,11,26,0.423,0,1,0.0,11,25,0.44,0.423,5,6,0.833,4,5,9,9,2,0,4,2,27,20.6,11.0
39,39,39,2004-01-15,44115,1,94607,L 102-119,*,43:25,8,21,0.381,2,5,0.4,6,16,0.375,0.429,11,13,0.846,2,4,6,6,3,0,2,0,29,24.5,-14.0
40,40,40,2004-01-17,44115,1,84101,W 102-96 (OT),*,44:25,12,28,0.429,2,4,0.5,10,24,0.417,0.464,3,5,0.6,1,6,7,2,2,1,4,2,29,15.2,8.0
41,41,44,2004-01-26,44115,0,32801,W 99-98,*,29:58,7,19,0.368,1,2,0.5,6,17,0.353,0.395,1,2,0.5,0,5,5,3,0,2,3,4,16,5.5,-10.0
42,42,45,2004-01-28,44115,0,33132,W 94-93,*,44:24,10,25,0.4,0,1,0.0,10,24,0.417,0.4,7,10,0.7,0,5,5,4,2,1,1,1,27,17.9,2.0
43,43,46,2004-01-30,44115,1,53203,L 95-101,*,37:17,7,25,0.28,1,6,0.167,6,19,0.316,0.3,5,8,0.625,2,6,8,3,1,0,5,5,20,3.4,3.0
44,44,47,2004-02-01,44115,1,20004,W 104-100,*,43:24,14,27,0.519,1,2,0.5,13,25,0.52,0.537,9,11,0.818,3,3,6,4,0,2,6,4,38,23.5,0.0
45,45,48,2004-02-03,44115,1,48226,W 85-82,*,38:11,5,19,0.263,0,1,0.0,5,18,0.278,0.263,2,2,1.0,1,3,4,6,2,0,1,2,12,6.7,-1.0
46,46,49,2004-02-04,44115,0,90015,L 106-111 (OT),*,43:05,12,26,0.462,4,4,1.0,8,22,0.364,0.538,4,5,0.8,0,4,4,4,0,0,0,0,32,22.2,-2.0
47,47,50,2004-02-06,44115,1,55403,L 92-103,*,44:35,6,18,0.333,1,3,0.333,5,15,0.333,0.361,1,4,0.25,1,8,9,5,0,0,3,2,14,5.4,-16.0
48,48,51,2004-02-07,44115,0,20004,L 88-106,*,34:04,6,16,0.375,0,0,,6,16,0.375,0.375,2,2,1.0,0,0,0,6,4,1,3,2,14,10.3,-24.0
49,49,52,2004-02-09,44115,0,02114,W 97-89,*,43:18,9,25,0.36,1,6,0.167,8,19,0.421,0.38,5,6,0.833,0,6,6,3,2,1,1,3,24,14.1,19.0
50,50,53,2004-02-11,44115,0,,L 85-105,*,29:32,2,13,0.154,0,1,0.0,2,12,0.167,0.154,5,5,1.0,1,1,2,5,1,0,5,0,9,1.2,-12.0
51,51,54,2004-02-18,44115,0,75219,L 98-114,*,33:39,6,12,0.5,0,0,,6,12,0.5,0.5,4,4,1.0,2,2,4,9,0,1,5,2,16,13.2,-15.0
52,52,55,2004-02-20,44115,0,78219,W 89-87,*,39:37,14,23,0.609,0,0,,14,23,0.609,0.609,4,4,1.0,2,9,11,2,2,1,2,0,32,27.7,3.0
53,53,56,2004-02-22,44115,1,10001,W 92-86,*,43:47,7,20,0.35,0,0,,7,20,0.35,0.35,8,12,0.667,1,4,5,3,1,0,1,2,22,12.4,11.0
54,54,57,2004-02-23,44115,0,,W 104-100,*,36:36,7,16,0.438,1,5,0.2,6,11,0.545,0.469,6,6,1.0,0,4,4,6,2,5,1,3,21,21.3,4.0
55,55,58,2004-02-25,44115,1,77002,L 84-90,*,38:38,5,18,0.278,0,2,0.0,5,16,0.313,0.278,1,3,0.333,2,5,7,5,2,1,2,1,11,6.3,-5.0
56,56,59,2004-02-27,44115,1,32801,W 112-107 (OT),*,49:13,11,19,0.579,1,1,1.0,10,18,0.556,0.605,7,8,0.875,1,10,11,3,3,1,5,1,30,24.8,7.0
57,57,60,2004-03-01,44115,1,60612,L 81-92,*,40:48,7,17,0.412,0,2,0.0,7,15,0.467,0.412,4,6,0.667,0,3,3,3,4,1,3,2,18,12.0,-4.0
58,58,61,2004-03-03,44115,0,30313,W 112-80,*,27:36,9,17,0.529,1,2,0.5,8,15,0.533,0.559,5,6,0.833,1,6,7,3,1,1,1,0,24,20.6,22.0
59,59,62,2004-03-05,44115,1,,W 88-85,*,37:47,7,17,0.412,2,2,1.0,5,15,0.333,0.471,3,4,0.75,2,4,6,4,2,0,4,5,19,10.9,1.0
60,60,63,2004-03-06,44115,0,53203,W 106-97,*,42:42,11,24,0.458,0,3,0.0,11,21,0.524,0.458,2,3,0.667,2,5,7,10,4,1,2,3,24,22.6,9.0
61,61,64,2004-03-08,44115,1,30313,W 108-102,*,45:06,11,23,0.478,1,4,0.25,10,19,0.526,0.5,11,13,0.846,2,4,6,7,1,0,2,1,34,27.6,11.0
62,62,65,2004-03-10,44115,1,51300,W 106-92,*,33:46,4,13,0.308,0,0,,4,13,0.308,0.308,6,7,0.857,1,2,3,4,1,0,2,2,14,8.4,16.0
63,63,66,2004-03-14,44115,0,46225,W 107-104,*,44:09,12,22,0.545,0,2,0.0,12,20,0.6,0.545,2,4,0.5,0,3,3,4,3,1,4,3,26,16.8,5.0
64,64,67,2004-03-16,44115,0,60612,W 111-87,*,32:08,5,16,0.313,2,3,0.667,3,13,0.231,0.375,5,8,0.625,3,2,5,8,0,5,4,1,17,14.0,24.0
65,65,68,2004-03-19,44115,0,84101,L 88-97,*,34:16,4,14,0.286,0,2,0.0,4,12,0.333,0.286,6,10,0.6,0,0,0,7,2,1,2,3,14,8.6,-2.0
66,66,69,2004-03-21,44115,0,48226,L 76-96,*,36:45,5,17,0.294,1,4,0.25,4,13,0.308,0.324,4,5,0.8,2,5,7,3,0,2,4,4,15,5.5,-21.0
67,67,70,2004-03-23,44115,0,85004,L 86-103,*,40:58,8,21,0.381,2,5,0.4,6,16,0.375,0.429,7,9,0.778,1,1,2,6,3,1,5,0,25,16.6,-12.0
68,68,71,2004-03-26,44115,1,19148,L 71-86,*,32:46,5,13,0.385,1,2,0.5,4,11,0.364,0.423,5,9,0.556,2,1,3,7,0,1,5,1,16,9.2,-24.0
69,69,72,2004-03-27,44115,0,,W 107-104,*,43:48,15,29,0.517,1,2,0.5,14,27,0.519,0.534,10,10,1.0,2,4,6,13,3,0,2,1,41,39.0,10.0
70,70,73,2004-03-29,44115,1,78219,L 93-101,*,31:40,9,20,0.45,0,1,0.0,9,19,0.474,0.45,0,0,,0,2,2,4,0,1,2,0,18,9.7,-14.0
71,71,74,2004-03-30,44115,1,75219,L 109-126,*,42:05,13,22,0.591,0,2,0.0,13,20,0.65,0.591,2,4,0.5,1,4,5,6,4,0,3,2,28,23.3,-10.0
72,72,75,2004-04-02,44115,1,53203,L 89-107,*,36:38,9,19,0.474,0,0,,9,19,0.474,0.474,2,2,1.0,0,7,7,7,5,0,5,3,20,16.1,-13.0
73,73,76,2004-04-03,44115,0,94607,L 100-103,*,46:15,12,28,0.429,3,5,0.6,9,23,0.391,0.482,7,11,0.636,3,5,8,10,1,1,3,1,34,26.5,-3.0
74,74,77,2004-04-06,44115,0,51300,L 86-87,*,46:00,5,17,0.294,0,0,,5,17,0.294,0.294,11,14,0.786,1,5,6,4,3,0,3,2,21,14.1,2.0
75,75,78,2004-04-07,44115,1,38103,L 74-92,*,36:35,4,11,0.364,0,0,,4,11,0.364,0.364,6,7,0.857,0,3,3,5,3,0,2,4,14,11.3,-11.0
76,76,79,2004-04-09,44115,1,33132,L 91-106,*,42:13,6,14,0.429,1,1,1.0,5,13,0.385,0.464,11,15,0.733,1,6,7,8,1,0,8,2,24,15.3,-16.0
77,77,80,2004-04-10,44115,0,33132,W 91-80,*,31:38,4,11,0.364,0,2,0.0,4,9,0.444,0.364,2,5,0.4,1,2,3,11,0,0,2,3,10,8.5,14.0
78,78,81,2004-04-12,44115,0,53203,W 93-89,*,45:18,9,20,0.45,1,4,0.25,8,16,0.5,0.475,8,11,0.727,1,6,7,9,2,0,1,1,27,24.8,11.0
79,79,82,2004-04-14,44115,1,10001,W 100-90,*,35:05,8,17,0.471,0,3,0.0,8,14,0.571,0.471,1,1,1.0,0,1,1,5,3,0,5,1,17,9.7,-6.0
1,80,1,2004-11-03,44115,0,46225,L 104-109 (2OT),*,50:56,8,19,0.421,2,5,0.4,6,14,0.429,0.474,10,12,0.833,1,4,5,8,1,3,6,2,28,20.9,-10.0
2,81,2,2004-11-04,44115,1,33132,L 86-92,*,42:20,9,22,0.409,2,3,0.667,7,19,0.368,0.455,1,1,1.0,3,3,6,8,1,0,1,0,21,17.8,-8.0
3,82,3,2004-11-06,44115,1,53203,L 88-102,*,41:53,8,20,0.4,0,3,0.0,8,17,0.471,0.4,15,22,0.682,2,6,8,6,3,0,4,0,31,23.8,-12.0
4,83,4,2004-11-09,44115,1,30313,W 93-79,*,48:00,8,17,0.471,1,4,0.25,7,13,0.538,0.5,8,12,0.667,1,9,10,4,4,2,3,2,25,22.5,14.0
5,84,5,2004-11-10,44115,0,85004,W 114-109 (OT),*,48:21,13,24,0.542,1,2,0.5,12,22,0.545,0.563,11,12,0.917,3,7,10,6,3,3,3,1,38,36.1,14.0
6,85,6,2004-11-13,44115,0,20004,W 105-74,*,37:24,10,20,0.5,0,3,0.0,10,17,0.588,0.5,4,5,0.8,1,8,9,4,3,2,4,0,24,19.9,25.0
7,86,7,2004-11-15,44115,0,94607,W 99-88,*,41:58,12,22,0.545,3,5,0.6,9,17,0.529,0.614,6,8,0.75,2,10,12,4,2,1,1,1,33,30.1,15.0
8,87,8,2004-11-18,44115,1,,W 106-89,*,29:06,8,14,0.571,2,3,0.667,6,11,0.545,0.643,1,2,0.5,1,5,6,9,0,0,1,3,19,18.3,21.0
9,88,9,2004-11-20,44115,0,,W 100-84,*,37:49,11,20,0.55,0,2,0.0,11,18,0.611,0.55,3,4,0.75,5,3,8,2,3,1,7,0,25,17.5,24.0
10,89,10,2004-11-21,44115,1,10001,L 88-98,*,40:41,5,15,0.333,1,3,0.333,4,12,0.333,0.367,2,3,0.667,2,7,9,10,1,1,5,3,13,10.1,1.0
11,90,11,2004-11-24,44115,0,48226,W 92-76,*,37:30,15,22,0.682,2,3,0.667,13,19,0.684,0.727,11,12,0.917,3,3,6,5,3,1,3,3,43,39.2,12.0
12,91,12,2004-11-26,44115,1,02114,W 98-96,*,42:48,9,13,0.692,0,2,0.0,9,11,0.818,0.692,2,3,0.667,0,6,6,8,3,1,2,2,20,22.4,6.0
13,92,13,2004-11-27,44115,0,60612,W 96-74,*,31:55,11,17,0.647,1,2,0.5,10,15,0.667,0.676,3,4,0.75,1,6,7,7,1,0,2,0,26,24.5,25.0
14,93,14,2004-11-29,44115,1,90015,L 82-94,*,42:19,9,19,0.474,0,2,0.0,9,17,0.529,0.474,4,5,0.8,1,6,7,5,6,1,3,2,22,20.8,-16.0
15,94,15,2004-12-01,44115,1,85004,L 101-120,*,40:47,6,19,0.316,0,2,0.0,6,17,0.353,0.316,3,4,0.75,1,2,3,6,2,1,6,2,15,5.1,-17.0
16,95,16,2004-12-02,44115,1,80204,W 92-73,*,41:10,8,17,0.471,0,0,,8,17,0.471,0.471,1,2,0.5,1,7,8,9,2,1,5,3,17,13.5,23.0
17,96,17,2004-12-04,44115,0,51300,W 105-97,*,42:50,10,17,0.588,1,3,0.333,9,14,0.643,0.618,6,7,0.857,0,6,6,10,2,1,3,2,27,26.4,15.0
18,97,18,2004-12-07,44115,0,,W 103-97,*,46:05,11,22,0.5,0,1,0.0,11,21,0.524,0.5,5,6,0.833,0,2,2,8,3,0,3,4,27,20.2,6.0
19,98,19,2004-12-08,44115,1,60612,L 85-113,*,37:18,5,15,0.333,0,2,0.0,5,13,0.385,0.333,9,12,0.75,0,2,2,6,1,1,4,2,19,11.0,-22.0
20,99,20,2004-12-11,44115,1,78219,L 97-116,*,41:13,10,19,0.526,1,3,0.333,9,16,0.563,0.553,2,2,1.0,3,3,6,10,4,0,3,2,23,23.9,-18.0
21,100,21,2004-12-13,44115,1,38103,W 92-86,*,45:49,14,22,0.636,1,3,0.333,13,19,0.684,0.659,2,4,0.5,0,5,5,8,7,0,3,2,31,30.7,10.0
22,101,22,2004-12-15,44115,0,97227,W 112-88,*,37:09,10,18,0.556,2,3,0.667,8,15,0.533,0.611,3,3,1.0,2,9,11,7,3,2,3,1,25,26.4,18.0
23,102,23,2004-12-16,44115,1,48226,L 69-81,*,45:04,4,21,0.19,0,2,0.0,4,19,0.211,0.19,3,5,0.6,1,8,9,7,4,1,3,2,11,6.0,-8.0
24,103,24,2004-12-18,44115,0,02114,L 107-114 (OT),*,40:32,12,25,0.48,3,5,0.6,9,20,0.45,0.54,4,8,0.5,1,4,5,4,3,1,4,6,31,18.7,-1.0
25,104,25,2004-12-21,44115,0,55403,W 107-97,*,43:11,10,18,0.556,0,1,0.0,10,17,0.588,0.556,6,8,0.75,0,6,6,12,1,0,2,2,26,25.0,13.0
26,105,26,2004-12-22,44115,1,,L 90-92,*,42:38,7,18,0.389,1,1,1.0,6,17,0.353,0.417,8,10,0.8,1,8,9,9,1,0,4,2,23,18.0,-3.0
27,106,27,2004-12-26,44115,0,,W 100-91,*,44:40,7,16,0.438,0,1,0.0,7,15,0.467,0.438,8,9,0.889,1,8,9,14,4,1,5,2,22,25.0,8.0
28,107,28,2004-12-28,44115,1,30313,W 111-102,*,46:20,13,25,0.52,3,5,0.6,10,20,0.5,0.58,11,14,0.786,1,8,9,7,1,0,1,2,40,33.7,8.0
29,108,29,2004-12-29,44115,0,77002,L 87-98,*,17:23,0,5,0.0,0,1,0.0,0,4,0.0,0.0,3,5,0.6,0,3,3,5,0,0,0,0,3,3.1,-10.0
30,109,30,2005-01-03,44115,1,,W 94-83,*,40:18,11,19,0.579,0,3,0.0,11,16,0.688,0.579,4,6,0.667,2,6,8,6,2,0,1,3,26,23.5,14.0
31,110,31,2005-01-05,44115,0,30313,W 101-85,*,39:39,7,14,0.5,2,5,0.4,5,9,0.556,0.571,4,6,0.667,1,5,6,9,1,1,2,4,20,18.8,10.0
32,111,32,2005-01-08,44115,0,10001,W 104-79,*,32:42,10,14,0.714,0,0,,10,14,0.714,0.714,2,2,1.0,1,2,3,4,0,2,8,2,22,12.9,5.0
33,112,33,2005-01-11,44115,0,,W 100-98 (OT),*,49:02,11,24,0.458,2,5,0.4,9,19,0.474,0.5,5,7,0.714,1,7,8,9,2,1,8,1,29,19.2,7.0
34,113,34,2005-01-13,44115,1,90015,L 94-98,*,44:20,12,26,0.462,1,4,0.25,11,22,0.5,0.481,3,4,0.75,3,10,13,9,1,1,4,1,28,22.9,-1.0
35,114,35,2005-01-15,44115,1,84101,W 84-71,*,41:18,9,20,0.45,0,1,0.0,9,19,0.474,0.45,9,14,0.643,1,7,8,5,5,0,3,2,27,22.1,11.0
36,115,36,2005-01-16,44115,1,,L 97-105,*,44:09,14,30,0.467,3,7,0.429,11,23,0.478,0.517,4,6,0.667,2,3,5,11,4,1,1,4,35,30.9,-7.0
37,116,37,2005-01-19,44115,1,97227,W 107-101,*,43:47,11,16,0.688,1,1,1.0,10,15,0.667,0.719,4,6,0.667,1,10,11,10,4,0,2,4,27,30.5,0.0
38,117,38,2005-01-20,44115,1,95814,L 96-123,*,36:37,9,19,0.474,0,1,0.0,9,18,0.5,0.474,0,1,0.0,1,7,8,6,1,0,3,0,18,12.9,-24.0
39,118,39,2005-01-22,44115,1,94607,W 105-87,*,43:15,13,24,0.542,0,1,0.0,13,23,0.565,0.542,2,2,1.0,1,11,12,10,1,1,3,1,28,25.7,19.0
40,119,40,2005-01-24,44115,0,20004,L 97-106,*,48:00,12,26,0.462,1,1,1.0,11,25,0.44,0.481,6,10,0.6,4,6,10,8,2,1,5,3,31,22.7,-9.0
41,120,41,2005-01-26,44115,0,38103,W 114-111,*,41:47,10,16,0.625,4,6,0.667,6,10,0.6,0.75,3,4,0.75,1,8,9,15,3,2,5,1,27,32.0,7.0
42,121,44,2005-02-01,44115,1,32801,L 102-105,*,43:20,10,20,0.5,0,3,0.0,10,17,0.588,0.5,8,13,0.615,2,3,5,7,0,1,3,2,28,20.1,-3.0
43,122,45,2005-02-03,44115,1,33132,L 88-100,*,45:57,11,23,0.478,1,3,0.333,10,20,0.5,0.5,8,12,0.667,2,0,2,10,3,0,2,2,31,26.3,-8.0
44,123,46,2005-02-05,44115,0,32801,W 101-92,*,45:36,9,21,0.429,0,3,0.0,9,18,0.5,0.429,12,13,0.923,0,6,6,9,2,0,1,2,30,26.8,10.0
45,124,47,2005-02-08,44115,0,51300,W 104-91,*,36:10,6,14,0.429,0,3,0.0,6,11,0.545,0.429,3,4,0.75,1,7,8,11,3,0,2,1,15,18.3,15.0
46,125,48,2005-02-11,44115,0,80204,L 101-106,*,43:05,12,29,0.414,1,6,0.167,11,23,0.478,0.431,10,12,0.833,2,4,6,6,1,0,4,2,35,21.7,-13.0
47,126,49,2005-02-13,44115,0,90015,W 103-89,*,45:42,8,20,0.4,0,0,,8,20,0.4,0.4,9,10,0.9,2,6,8,9,3,1,3,3,25,22.8,9.0
48,127,50,2005-02-16,44115,0,30313,W 111-89,*,37:00,11,20,0.55,2,2,1.0,9,18,0.5,0.6,4,5,0.8,0,5,5,6,3,0,3,0,28,23.7,27.0
49,128,51,2005-02-17,44115,1,55403,L 88-94,*,41:02,10,19,0.526,1,2,0.5,9,17,0.529,0.553,5,6,0.833,2,5,7,8,1,0,2,0,26,23.8,-1.0
50,129,52,2005-02-23,44115,0,60612,W 100-91,*,44:19,8,17,0.471,1,1,1.0,7,16,0.438,0.5,10,15,0.667,1,5,6,11,5,0,3,2,27,27.4,7.0
51,130,53,2005-02-25,44115,1,46225,L 82-106,*,40:29,9,25,0.36,0,1,0.0,9,24,0.375,0.36,3,4,0.75,3,4,7,5,2,1,2,0,21,14.2,-11.0
52,131,54,2005-02-27,44115,1,,L 98-104,*,45:05,9,20,0.45,1,2,0.5,8,18,0.444,0.475,9,10,0.9,1,3,4,7,2,0,5,4,28,19.1,-10.0
53,132,55,2005-02-28,44115,0,78219,L 92-94,*,44:41,6,22,0.273,1,4,0.25,5,18,0.278,0.295,7,10,0.7,1,7,8,7,0,0,2,3,20,10.3,2.0
54,133,56,2005-03-02,44115,0,,L 86-103,*,40:51,11,20,0.55,5,7,0.714,6,13,0.462,0.675,5,8,0.625,0,5,5,5,0,0,4,2,32,21.4,-7.0
55,134,57,2005-03-04,44115,1,19148,L 89-98,*,39:57,12,21,0.571,0,1,0.0,12,20,0.6,0.571,10,12,0.833,1,6,7,7,4,0,6,1,34,28.3,-10.0
56,135,58,2005-03-06,44115,0,33132,L 82-102,*,40:14,9,19,0.474,0,1,0.0,9,18,0.5,0.474,5,7,0.714,0,4,4,5,2,0,1,1,23,17.8,-17.0
57,136,59,2005-03-08,44115,0,32801,W 111-92,*,40:37,9,22,0.409,2,6,0.333,7,16,0.438,0.455,3,4,0.75,0,7,7,8,1,1,1,3,23,18.0,18.0
58,137,60,2005-03-13,44115,0,46225,W 98-86,*,42:51,12,23,0.522,1,5,0.2,11,18,0.611,0.543,10,11,0.909,2,3,5,5,1,0,4,1,35,25.7,12.0
59,138,61,2005-03-15,44115,0,84101,W 92-73,*,34:11,11,15,0.733,2,5,0.4,9,10,0.9,0.8,12,16,0.75,2,7,9,2,0,1,1,1,36,32.5,22.0
60,139,62,2005-03-16,44115,1,53203,L 88-96,*,45:07,13,26,0.5,4,9,0.444,9,17,0.529,0.577,4,7,0.571,1,6,7,6,1,0,5,0,34,22.5,-14.0
61,140,63,2005-03-18,44115,0,19148,L 81-93,*,46:00,3,20,0.15,0,4,0.0,3,16,0.188,0.15,10,12,0.833,0,8,8,8,4,0,4,0,16,10.4,-8.0
62,141,64,2005-03-20,44115,1,51300,L 98-105,*,48:00,18,36,0.5,6,12,0.5,12,24,0.5,0.583,14,15,0.933,2,8,10,5,2,0,4,0,56,42.9,-7.0
63,142,65,2005-03-22,44115,0,48226,W 91-76,*,42:56,11,24,0.458,2,7,0.286,9,17,0.529,0.5,5,8,0.625,1,5,6,6,1,0,0,1,29,22.4,21.0
64,143,66,2005-03-24,44115,1,77002,L 80-99,*,41:47,7,22,0.318,1,4,0.25,6,18,0.333,0.341,4,7,0.571,0,4,4,8,1,0,2,1,19,10.6,-17.0
65,144,67,2005-03-26,44115,1,75219,L 86-117,*,35:39,7,17,0.412,0,2,0.0,7,15,0.467,0.412,5,6,0.833,1,3,4,6,0,0,3,1,19,11.9,-24.0
